org_ein,state,state_name,name,address,city,fips,ruledate,nteecc,region,division
223616438,NJ,New Jersey,SOUTH AMBOY RENAISSANCE CORPORATION,PO BOX 817,SOUTH AMBOY,34023,2005,L20,Northeast,Middle Atlantic
223623036,NJ,New Jersey,BAYONNE COMMUNITY ACTION PROJECT INC,28 W 20TH ST,BAYONNE,34017,1999,S20,Northeast,Middle Atlantic
223625230,NJ,New Jersey,HIGHLANDS COMMUNITY DEVELOPMENT CORPORATION,NA,HEWITT,34031,1999,S20,Northeast,Middle Atlantic
223628388,NJ,New Jersey,EBENEZER COMMUNITY ECONOMIC DEVELOPMENT CORPORATION,126 LEE AVE,NEW BRUNSWICK,34023,1999,S30,Northeast,Middle Atlantic
223642312,NJ,New Jersey,OASIS DEVELOPMENT CORPORATION NOT FOR PROFIT,1237 KAIGHN AVE,CAMDEN,34007,2002,L20,Northeast,Middle Atlantic
223643020,NJ,New Jersey,CONCERNED PASTORS AND MINISTERS OF TRENTON AND VICINITY ECONOMIC DEVE,715 BELLEVUE AVE,TRENTON,34021,1999,S30,Northeast,Middle Atlantic
223651503,NJ,New Jersey,COMMUNITY LENDING & INVESTMENT CORPORATION OF JERSEY CITY,30 MONTGOMERY ST STE 820,JERSEY CITY,34017,2001,S20,Northeast,Middle Atlantic
223667807,NJ,New Jersey,WEST NEW YORK HOUSING CORPORATION A NEW JERSEY NONPROFIT CORPORATION,6100 ADAMS STREET,WEST NEW YORK,34017,1999,L50,Northeast,Middle Atlantic
223669704,NJ,New Jersey,CENTER FOR FAMILY SERVICES INC,584 BENSON ST,CAMDEN,34007,1999,P40,Northeast,Middle Atlantic
223671031,NJ,New Jersey,ROSE HOUSE,PO BOX 544,CEDAR KNOLLS,34027,2000,P73,Northeast,Middle Atlantic
223673442,NJ,New Jersey,TEMPLE COMMUNITY DEVELOPMENT CORP,128 BROADWAY,ELIZABETH,34039,1999,S20,Northeast,Middle Atlantic
223678720,NJ,New Jersey,METROPOLITAN RESURRECTION CDC,149 SPRINGFIELD AVE,NEWARK,34013,2000,L20,Northeast,Middle Atlantic
223681805,NJ,New Jersey,COGIC COMMUNITY DEVELOPMENT CORPORATION,PO BOX 2076,MORRISTOWN,34027,2000,S20,Northeast,Middle Atlantic
223696627,NJ,New Jersey,UNION CHAPEL COMMUNITY DEVELOPMENT CORPORATION,209 WAINWRIGHT ST,NEWARK,34013,2000,S20,Northeast,Middle Atlantic
223697249,NJ,New Jersey,CUMBERLAND EMPOWERMENT ZONE CORPORATION,2 HIGH ST N,MILLVILLE,34011,1999,S31,Northeast,Middle Atlantic
223699050,NJ,New Jersey,COMMUNITY ACCESS INSTITUTE INC,80 WEST GRAND STREET,ELIZABETH,34039,2000,P80,Northeast,Middle Atlantic
223702270,NJ,New Jersey,IMPACT 21 COMMUNITY DEVELOPMENT CORPORATION,PO BOX 1623,RAHWAY,34039,2000,S20,Northeast,Middle Atlantic
223718333,NJ,New Jersey,FIRST COMMUNITY DEVELOPMENT CORPORATION OF NEW JERSEY INC,170 N ORATON PKWY APT 105,EAST ORANGE,34013,2014,S20,Northeast,Middle Atlantic
223723624,NJ,New Jersey,YOUNG DISCIPLES COMM DEV CORP,88 BOYLAN ST # 94,NEWARK,34013,2000,S20,Northeast,Middle Atlantic
223729215,NJ,New Jersey,LINCOLN PARK COAST CULTURAL DISTRICT INC,450 WASHINGTON ST,NEWARK,34013,2001,S20,Northeast,Middle Atlantic
223747538,NJ,New Jersey,MORRIS CANAL REDEVELOPMENT AREA COMMUNITY DEVELOPMENT CORP,360 COMMUNIPAW AVE,JERSEY CITY,34017,2015,S20,Northeast,Middle Atlantic
223749279,NJ,New Jersey,MT ZION AME CHURCH NEW BRUNSWICK COMMUNITY DEVELOPMENT CORPORATION,39 MORRIS ST,NEW BRUNSWICK,34023,2000,S20,Northeast,Middle Atlantic
223770068,NJ,New Jersey,TRINITY FAITH COMMUNITY DEVELOPMENT CORPORATION,1944 KENNEDY BLVD,JERSEY CITY,34017,2002,S20,Northeast,Middle Atlantic
223770215,NJ,New Jersey,CALVARY COMMUNITY DEVELOPMENT CORPORATION,PO BOX 68,PEDRICKTOWN,34033,2001,S20,Northeast,Middle Atlantic
223772113,NJ,New Jersey,FAITH FELLOWSHIP COMMUNITY DEVELOPMENT CORPORATION,2707 MAIN ST,SAYREVILLE,34023,2002,S20,Northeast,Middle Atlantic
223772541,NJ,New Jersey,NEW HOPE MEMORIAL COMMUNITY DEVELOPMENT CORPORATION INC,91 DIVISION ST,ELIZABETH,34039,2001,S20,Northeast,Middle Atlantic
223864570,PA,Pennsylvania,WALNUT HOUSING DEVELOPMENT CORP,2042-48 ARCH STREET 2ND FLOOR,PHILADELPHIA,42101,2002,L21,Northeast,Middle Atlantic
223864577,PA,Pennsylvania,KEYSTONE HOUSING DEVELOPMENT CORP,2042-48 ARCH STREET 2ND FLOOR,PHILADELPHIA,42101,2002,L21,Northeast,Middle Atlantic
223876595,PA,Pennsylvania,LIBERTY LUTHERAN HOUSING DEVELOPMENT CORPORATION,260 LIONS HILL RD,STATE COLLEGE,42027,1988,S20,Northeast,Middle Atlantic
223880639,MT,Montana,BIG SKY ECONOMIC DEVELOPMENT CORPORATION,222 N 32ND ST STE 200,BILLINGS,30111,2003,S30,West,Mountain
223887275,CT,Connecticut,NORTHSIDE INSTITUTIONS NEIGHBORHOOD ALLIANCE INC,20 SARGEANT ST,HARTFORD,9003,2003,L50,Northeast,New England
225154019,NJ,New Jersey,BEDMINSTER HILLS HOUSING CORP,1 MILLER LANE,BEDMINSTER,34035,1984,L20,Northeast,Middle Atlantic
229201201,NJ,New Jersey,SENIOR HOUSING DEVELOPMENT CORP OF GLOUCESTER COUNTY,100 POP MOYLAN BOULEVARD,DEPTFORD,34015,1983,L20,Northeast,Middle Atlantic
231360850,PA,Pennsylvania,GERMANTOWN SETTLEMENT,5538 WAYNE AVE STE C,PHILADELPHIA,42101,1953,P28,Northeast,Middle Atlantic
231365980,PA,Pennsylvania,DIVERSIFIED COMMUNITY SERVICES INC,1529 S 22ND ST,PHILADELPHIA,42101,1970,P33,Northeast,Middle Atlantic
231365995,PA,Pennsylvania,COMMUNITY YOUTH AND WOMENS ALLIANCE INC,423 E LINCOLN HWY,COATESVILLE,42029,1971,P27,Northeast,Middle Atlantic
231381404,PA,Pennsylvania,PHI,1 TRINITY DR E STE 201,DILLSBURG,42133,1991,P19,Northeast,Middle Atlantic
231412034,PA,Pennsylvania,SCHUYLKILL ECONOMIC DEVELOPMENT CORPORATION,1 PROGRESS CIR STE 200,POTTSVILLE,42107,1952,S30,Northeast,Middle Atlantic
231429810,FL,Florida,URBAN LEAGUE OF PHILADELPHIA,122 OSCEOLA AVE,LAKE WALES,42101,1927,P22,South,South Atlantic
231529964,PA,Pennsylvania,MEDIA FELLOWSHIP HOUSE,302 S JACKSON ST,MEDIA,42045,2015,S20,Northeast,Middle Atlantic
231544682,PA,Pennsylvania,YORK COUNTY ECONOMIC DEVELOPMENT CORPORATION,144 ROOSEVELT AVENUE SUITE 100,YORK,42133,1961,S012,Northeast,Middle Atlantic
231652755,PA,Pennsylvania,ECONOMIC DEVELOPMENT COUNCIL OF NORTHEASTERN PENNSYLVANIA,1151 OAK ST,PITTSTON,42079,1965,S30,Northeast,Middle Atlantic
231653093,PA,Pennsylvania,COMMISSION ON ECONOMIC OPPORTUNITY OF LUZERNE COUNTY,PO BOX 1127,WILKES BARRE,42079,1967,L80,Northeast,Middle Atlantic
231653135,PA,Pennsylvania,COMMUNITY PROGRESS COUNCIL INC,226 E COLLEGE AVE,YORK,42133,1967,P20,Northeast,Middle Atlantic
231654625,PA,Pennsylvania,ADVANCED LIVING INC,1290 ALLENTOWN ROAD,LANSDALE,42091,1965,L22,Northeast,Middle Atlantic
231664406,PA,Pennsylvania,PHILADELPHIA HOUSING DEVELOPMENT CORPORATION,1234 MARKET ST STE 17,PHILADELPHIA,42101,1967,L25,Northeast,Middle Atlantic
231665590,PA,Pennsylvania,COMMUNITY ACTION COMMISSION,1514 DERRY ST,HARRISBURG,42043,1966,P20,Northeast,Middle Atlantic
231667311,PA,Pennsylvania,COMMUNITY ACTION PARTNERSHIP OF LANCASTER COUNTY INC,601 S QUEEN ST,LANCASTER,42071,1966,P20,Northeast,Middle Atlantic
231668784,PA,Pennsylvania,LYCOMING-CLINTON COUNTIES COMMISSION FOR COMMUNITY ACTION,2138 LINCOLN ST,WILLIAMSPORT,42081,1967,P20,Northeast,Middle Atlantic
231669589,PA,Pennsylvania,COMMUNITY ACTION COMMITTEE OF THE LEHIGH VALLEY INC,1337 E 5TH ST,BETHLEHEM,42095,1966,S012,Northeast,Middle Atlantic
231670456,PA,Pennsylvania,SCHUYLKILL COMMUNITY ACTION,206 N 2ND ST,POTTSVILLE,42107,1967,P20,Northeast,Middle Atlantic
231673781,PA,Pennsylvania,CARBON COUNTY ACTION COMMITTEE FOR HUMAN SERVICES,267 S 2ND ST,LEHIGHTON,42025,1967,S20,Northeast,Middle Atlantic
231689892,PA,Pennsylvania,MONTGOMERY COUNTY COMMUNITY ACTION DEVELOPMENT COMMISSION,113 E MAIN ST,NORRISTOWN,42091,1969,P20,Northeast,Middle Atlantic
231704527,PA,Pennsylvania,BERKS COMMUNITY ACTION PROGRAM INC,PO BOX 22,READING,42011,1977,P20,Northeast,Middle Atlantic
231706238,PA,Pennsylvania,ADVOCATE COMMUNITY DEVELOPMENT CORPORATION,1801 W DIAMOND ST,PHILADELPHIA,42101,2014,L20,Northeast,Middle Atlantic
231716750,CA,California,EDEN HOUSING INC,22645 GRAND ST,HAYWARD,6001,1986,L20,West,Pacific
231716988,PA,Pennsylvania,COMMUNITY HOMES OF LEBANON COUNTY INC,1407 OAK STREET,LEBANON,42075,1995,L22,Northeast,Middle Atlantic
231719860,PA,Pennsylvania,UNITED COMMUNITIES SOUTHEAST PHILADELPHIA,2029 S 8TH ST,PHILADELPHIA,42101,1951,S20,Northeast,Middle Atlantic
231727133,PA,Pennsylvania,RESOURCES FOR HUMAN DEVELOPMENT INC,4700 WISSAHICKON AVE STE 126,PHILADELPHIA,42101,1971,P20,Northeast,Middle Atlantic
231731792,PA,Pennsylvania,TABOR COMMUNITY SERVICES INC,PO BOX 1676,LANCASTER,42071,1972,L99,Northeast,Middle Atlantic
231733766,PA,Pennsylvania,FEDERATION HOUSING INC,8900 ROOSEVELT BLVD,PHILADELPHIA,42101,1975,L22,Northeast,Middle Atlantic
231739202,PA,Pennsylvania,UNION HOUSING DEVELOPMENT CORPORATION,1410 N 16TH ST,PHILADELPHIA,42101,1990,L20,Northeast,Middle Atlantic
231861343,PA,Pennsylvania,HOUSING DEVELOPMENT CORPORATION MIDATLANTIC,4-6 W KING ST,LANCASTER,42071,2011,L20,Northeast,Middle Atlantic
231875249,PA,Pennsylvania,INTERCOMMUNITY ACTION INCORPORATED,6012 RIDGE AVE,PHILADELPHIA,42101,1973,P80,Northeast,Middle Atlantic
231878791,PA,Pennsylvania,BUCKS COUNTY HOUSING GROUP INC,1069 JACKSONVILLE RD,IVYLAND,42017,1972,L50,Northeast,Middle Atlantic
231919016,PA,Pennsylvania,CENTER IN THE PARK INC,5818 GERMANTOWN AVE,PHILADELPHIA,42101,1974,P20,Northeast,Middle Atlantic
231924667,PA,Pennsylvania,ALLEGHENY WEST FOUNDATION,2330 W ALLEGHENY AVE,PHILADELPHIA,42101,1974,L25,Northeast,Middle Atlantic
231929262,PA,Pennsylvania,HARRISTOWN DEVELOPMENT CORPORATION,PO BOX 1224,HARRISBURG,42043,1985,S31,Northeast,Middle Atlantic
231930630,PA,Pennsylvania,ASOCIACION PUERTORRIQUENOS EN MARCHA INC,1900 N 9TH ST STE 102,PHILADELPHIA,42101,1976,S012,Northeast,Middle Atlantic
231971240,PA,Pennsylvania,PHILADELPHIA NEIGHBORHOOD HOUSING SERVICES INC,5234 CHESTNUT ST,PHILADELPHIA,42101,1975,L81,Northeast,Middle Atlantic
231971629,PA,Pennsylvania,EDITH RUDOLPHY RESIDENCE FOR THE BLIND,3827 POWELTON AVE,PHILADELPHIA,42101,1976,P70,Northeast,Middle Atlantic
232000486,PA,Pennsylvania,UNEMPLOYMENT INFORMATION CENTER,112 N BROAD STREET FLOOR 11,PHILADELPHIA,42101,1976,S20,Northeast,Middle Atlantic
232015671,PA,Pennsylvania,PENNSYLVANIA INTERFAITH COMMUNITY PROGRAMS INC,40 E HIGH ST,GETTYSBURG,42001,1978,L22,Northeast,Middle Atlantic
232017882,PA,Pennsylvania,PEOPLES EMERGENCY CENTER,325 N 39TH ST,PHILADELPHIA,42101,1977,P60,Northeast,Middle Atlantic
232017912,PA,Pennsylvania,URBAN RESOURCES DEVELOPMENT CORPORATION,6001 GERMANTOWN AVE,PHILADELPHIA,42101,1985,S20,Northeast,Middle Atlantic
232020123,PA,Pennsylvania,SOUTH CENTRAL COMMUNITY ACTION PROGRAM INC,153 N STRATTON ST,GETTYSBURG,42001,1977,P20,Northeast,Middle Atlantic
232022702,PA,Pennsylvania,YORK AREA DEVELOPMENT CORPORATION,118 N GEORGE ST SUITE 200,YORK,42133,2008,L21,Northeast,Middle Atlantic
232024975,PA,Pennsylvania,GREATER GERMANTOWN HOUSING DEVELOPMENT CORP GGHDC,8 PENN CTR 1628 JFK BLVD NO 1901,PHILADELPHIA,42101,1977,L20,Northeast,Middle Atlantic
232037301,PA,Pennsylvania,MOUNT VERNON MANOR INC,631 N 39TH ST,PHILADELPHIA,42101,1978,L22,Northeast,Middle Atlantic
232038165,PA,Pennsylvania,BETTER HOMES INC,2605 DURHAM RD,BRISTOL,42017,1979,L20,Northeast,Middle Atlantic
232039194,PA,Pennsylvania,EASTON AREA NEIGHBORHOOD CENTERS INC,902 PHILADELPHIA RD,EASTON,42095,1978,P28,Northeast,Middle Atlantic
232041406,PA,Pennsylvania,ALLIANCE FOR BUILDING COMMUNITIES,532 W WALNUT ST,ALLENTOWN,42077,1977,L22,Northeast,Middle Atlantic
232044435,PA,Pennsylvania,CEDAR PARK NEIGHBORS,4740 BALTIMORE AVE,PHILADELPHIA,42101,2013,S22,Northeast,Middle Atlantic
232049457,PA,Pennsylvania,CHESTER COMMUNITY IMPROVEMENT PROJECT INC,23 E 5TH STREET 2ND FLOOR,CHESTER,42045,1980,S20,Northeast,Middle Atlantic
232059489,PA,Pennsylvania,ACCION COMMUNAL LATINO AMERICANO DE MONTGOMERY COUNTY INC,512 W MARSHALL ST,NORRISTOWN,42091,1977,P84,Northeast,Middle Atlantic
232066952,PA,Pennsylvania,NEIGHBORHOOD HOUSING SERVICES OF GREATER BERKS INC,213 N 5TH ST STE 1030,READING,42011,1978,L80,Northeast,Middle Atlantic
232071963,PA,Pennsylvania,LEHIGH VALLEY HOUSING DEVELOPMENT CORPORATION,532 W WALNUT ST,ALLENTOWN,42077,1979,S20,Northeast,Middle Atlantic
232079663,PA,Pennsylvania,MERCY DOUGLAS HUMAN SERVICES AFFILIATES,3827 POWELTON AVE,PHILADELPHIA,42101,1991,P022,Northeast,Middle Atlantic
232101393,PA,Pennsylvania,ALLENTOWN ECONOMIC DEVELOPMENT CORPORATION,905 HARRISION ST,ALLENTOWN,42077,1981,S43,Northeast,Middle Atlantic
232110269,PA,Pennsylvania,MARCUS HOOK COMMUNITY DEVELOPMENT CORP,1015 GREEN ST,MARCUS HOOK,42045,1982,S20,Northeast,Middle Atlantic
232112028,PA,Pennsylvania,MT ZION COMMUNITY DEV CORP,PO BOX 19178,PHILADELPHIA,42101,1980,S20,Northeast,Middle Atlantic
232118810,PA,Pennsylvania,HOUSING ASSOCIATION AND DEVELOPMENT CORP,513 W CHEW ST 515,ALLENTOWN,42077,1986,L25,Northeast,Middle Atlantic
232121642,NJ,New Jersey,DELMARVA RURAL MINISTRIES INC,140 BRADFORD DRIVE,WEST BERLIN,34007,1980,P20,Northeast,Middle Atlantic
232142644,PA,Pennsylvania,COMMUNITY ACTION AGENCY OF DELAWARE COUNTY INC,1414 MEETINGHOUSE RD,UPPR CHICHSTR,42045,1981,L20,Northeast,Middle Atlantic
232142704,PA,Pennsylvania,WEST OAK LANE COMMUNITY DEVELOPMENT CORP,1624 E WADSWORTH AVE,PHILADELPHIA,42101,1980,L25,Northeast,Middle Atlantic
232155403,PA,Pennsylvania,WEST POPLAR NEIGHBORHOOD ADVISORY COMMITTEE,1031 SPRING GARDEN ST,PHILADELPHIA,42101,1987,L20,Northeast,Middle Atlantic
232162606,PA,Pennsylvania,NEIGHBORHOOD HOUSING SERVICES OF THE LEHIGH VALLEY INC,239 N 10TH ST,ALLENTOWN,42077,1981,L80,Northeast,Middle Atlantic
232164675,PA,Pennsylvania,KENSINGTON ACTION NOW-KARP,2042-48 ARCH ST 2ND FL,PHILADELPHIA,42101,1986,L25,Northeast,Middle Atlantic
232169038,PA,Pennsylvania,INTER-COMMUNITY DEVELOPMENT CORP,1534 E WADSWORTH AVE,PHILADELPHIA,42101,1987,S20,Northeast,Middle Atlantic
232177650,PA,Pennsylvania,CENTRAL GERMANTOWN COUNCIL,5800 GERMANTOWN AVE,PHILADELPHIA,42101,1986,S20,Northeast,Middle Atlantic
232179648,PA,Pennsylvania,PAXTON STREET HOME BENEVOLENT SOCIETY INC,2001 PAXTON ST,HARRISBURG,42043,1987,P80,Northeast,Middle Atlantic
232187218,PA,Pennsylvania,HOUSING OPPORTUNITY MOVEMENT INC,PO BOX 5131,BETHLEHEM,42095,1981,L20,Northeast,Middle Atlantic
232187741,PA,Pennsylvania,SCRANTON NEIGBORHOOD HOUSING,1510 N MAIN AVE,SCRANTON,42069,1982,L20,Northeast,Middle Atlantic
232205944,PA,Pennsylvania,NORTHWEST COUNSELING SERVICE INC,6521 N BROAD ST,PHILADELPHIA,42091,1984,L80,Northeast,Middle Atlantic
232206439,PA,Pennsylvania,CATHOLIC HOUSING CORPORATION OF SCHUYLKILL COUNTY,1200 SPRING ST,BETHLEHEM,42095,1982,L21,Northeast,Middle Atlantic
232215980,PA,Pennsylvania,ACHIEVEABILITY,21 SOUTH 61ST STREET,PHILADELPHA,42101,1986,L50,Northeast,Middle Atlantic
232216151,PA,Pennsylvania,GREATER PHILADELPHIA ASIAN SOCIAL SERVICE CENTER,4943 N 5TH ST,PHILADELPHIA,42101,1994,P84,Northeast,Middle Atlantic
232218001,PA,Pennsylvania,HOUSING ALLIANCE OF PENNSYLVANIA,309 FLORENCE AVE APT 914N,JENKINTOWN,42091,1985,L21,Northeast,Middle Atlantic
232259890,PA,Pennsylvania,DELAWARE COUNTY HOUSING DEVELOPMENT CORPORATION,1855 CONSTITUTION AVENUE,WOODLYN,42045,1989,L20,Northeast,Middle Atlantic
232265852,PA,Pennsylvania,COMMUNITY HOUSING SERVICES INC,311 N BROAD ST,LANSDALE,42091,1986,L21,Northeast,Middle Atlantic
232273665,PA,Pennsylvania,HARRISTOWN DEVELOPMENT CORPORATION,320 MARKET STREET NO 273 E,HARRISBURG,42043,1985,S31,Northeast,Middle Atlantic
232277784,PA,Pennsylvania,TREVORS CAMPAIGN INC,761 WEST SPROUL RD 123,SPRINGFIELD,42045,1986,L41,Northeast,Middle Atlantic
232303766,PA,Pennsylvania,KOREAN COMMUNITY DEVELOPMENT SERVICES CENTER,6055 N 5TH ST,PHILADELPHIA,42101,1985,S20,Northeast,Middle Atlantic
232311676,PA,Pennsylvania,INTERCULTURAL FAMILY SERVICES INC,4225 CHESTNUT ST,PHILADELPHIA,42101,1987,P40,Northeast,Middle Atlantic
232311889,PA,Pennsylvania,CATHERINE MCAULEY CENTER,430 PITTSTON AVE,SCRANTON,42069,2007,L41,Northeast,Middle Atlantic
232322175,PA,Pennsylvania,HOUSING DEVELOPMENT CORPORATION OF,163 AMBER LN,WILKES BARRE,42079,1989,L20,Northeast,Middle Atlantic
232325706,PA,Pennsylvania,CATHOLIC HOUSING CORPORATION OF NORTHERN BERKS COUNTY,1200 SPRING ST,BETHLEHEM,42095,1986,L21,Northeast,Middle Atlantic
232326550,PA,Pennsylvania,INGLIS HOUSING CORPORATION,2600 BELMONT AVE,PHILADELPHIA,42101,1985,L20,Northeast,Middle Atlantic
232349069,PA,Pennsylvania,UNITED NIGHBORHOOD HOUSING CORP,777 KEYSTONE INDUSTRIAL PARK,DUNMORE,42069,1988,L20,Northeast,Middle Atlantic
232362611,PA,Pennsylvania,ALLEGHENY COUNCIL TO IMPROVE OUR NEIGHBORHOODS HOUSING INCORPORATED,611 WILLIAM PENN PL STE 800,PITTSBURGH,42003,1993,L20,Northeast,Middle Atlantic
232364586,PA,Pennsylvania,SACA DEVELOPMENT CORPORATION,453 S LIME ST STE A,LANCASTER,42071,1988,L20,Northeast,Middle Atlantic
232447043,PA,Pennsylvania,CUMBERLAND SENIOR HOUSING ASSOC,114 N HANOVER ST STE 104,CARLISLE,42041,1987,L22,Northeast,Middle Atlantic
232454000,PA,Pennsylvania,LOGAN CDC,5201 OLD YORK RD STE 102,PHILADELPHIA,42101,1988,L20,Northeast,Middle Atlantic
232462126,PA,Pennsylvania,COMMUNITY VENTURES INC,1501 CHERRY ST,PHILADELPHIA,42101,2017,L25,Northeast,Middle Atlantic
232491247,PA,Pennsylvania,SOUTHWEST COMMUNITY DEVELOPMENT CORP,6328 PASCHALL AVE,PHILADELPHIA,42101,1988,S20,Northeast,Middle Atlantic
232500851,PA,Pennsylvania,HABITAT FOR HUMANITY INTERNATIONAL INC,201 WASHINGTON ST STES 329330,READING,42011,1987,L192,Northeast,Middle Atlantic
232501785,PA,Pennsylvania,INTERFAITH HOUSING VISIONS INC,2 CANALS END RD STE 201E,BRISTOL,NA,1988,L20,Northeast,Middle Atlantic
232502873,PA,Pennsylvania,RESIDENTIAL RESOURCES INC,600 WATERFRONT DR STE 215,PITTSBURGH,42003,1989,L20,Northeast,Middle Atlantic
232525528,PA,Pennsylvania,NORTHEAST PENNSYLVANIA CENTER FOR INDEPENDENT LIVING,1142 SANDERSON AVENUE,SCRANTON,42069,1989,P80,Northeast,Middle Atlantic
232549594,PA,Pennsylvania,REBUILDING TOGETHER PHILADELPHIA,PO BOX 42752,PHILADELPHIA,42101,1989,L81,Northeast,Middle Atlantic
232550366,PA,Pennsylvania,HOUSING PARTNERSHIP OF CHESTER COUNTY INC,41 W LANCASTER AVE,DOWNINGTOWN,42029,1989,L20,Northeast,Middle Atlantic
232555950,PA,Pennsylvania,PROJECT HOME,1515 FAIRMOUNT AVENUE,PHILADELPHIA,42101,1989,P85,Northeast,Middle Atlantic
232578800,PA,Pennsylvania,CATHOLIC HOUSING CORPORATION OF BETHLEHEM,1200 SPRING ST,BETHLEHEM,42095,1990,L21,Northeast,Middle Atlantic
232602243,PA,Pennsylvania,KEYSTONE OPPORTUNITY CENTER INC,PO BOX 64183,SOUDERTON,42091,1990,L20,Northeast,Middle Atlantic
232604510,PA,Pennsylvania,HABITAT FOR HUMANITY INTERNATIONAL,303 MARKET STREET,KINGSTON,42079,1987,L20,Northeast,Middle Atlantic
232607106,PA,Pennsylvania,HABITAT FOR HUMANITY INTERNATIONAL INC,31 OAK AVE STE 100,CHALFONT,42017,1987,L20,Northeast,Middle Atlantic
232620431,PA,Pennsylvania,WILLOW GROVE COMMUNITY DEVELOPMENT CORPORATION,PO BOX 1097,WILLOW GROVE,42091,1991,L20,Northeast,Middle Atlantic
232622107,FL,Florida,NCSC HOUSING DEVELOPMENT CORP TWO,1580 SAWGRASS CORP PKWY,FT LAUDERDALE,12011,2002,L20,South,South Atlantic
232622781,PA,Pennsylvania,LACKAWANNA HOUSING DEVELOPMENT CORPORATION,NA,SCRANTON,42069,1990,L20,Northeast,Middle Atlantic
232624826,PA,Pennsylvania,COMMONWEALTH HOUSING DEVELOPMENT CORPORATION,2 S EASTON RD,GLENSIDE,42091,1992,L20,Northeast,Middle Atlantic
232630136,PA,Pennsylvania,SUNNYSIDE HOUSING CORPORATION,626 N DUKE ST 1,LANCASTER,42071,1991,L20,Northeast,Middle Atlantic
232642355,PA,Pennsylvania,YORKTOWN COMMUNITY DEVELOPMENT CORPORATION,1300 WEST JEFFERSON STREET,PHILADELPHIA,42101,1991,S20,Northeast,Middle Atlantic
232687223,PA,Pennsylvania,PEOPLES EMERGENCY CENTER COMMUNITY DEVELOPMENT CORPORATION,325 N 39TH ST,PHILADELPHIA,42101,1993,S20,Northeast,Middle Atlantic
232689714,PA,Pennsylvania,COMMUNITY FIRST FUND,PO BOX 524,LANCASTER,42071,1993,L122,Northeast,Middle Atlantic
232704742,PA,Pennsylvania,BERKS HOUSING OPPORTUNITIES INC,1803 BUTLER LANE,READING,42011,2015,L20,Northeast,Middle Atlantic
232705347,PA,Pennsylvania,ROXBOROUGH DEVELOPMENT CORPORATION,PO BOX 26035,PHILADELPHIA,42101,2000,S20,Northeast,Middle Atlantic
232711533,PA,Pennsylvania,THE PARTNERSHIP CDC,4020 MARKET ST,PHILADELPHIA,42101,1993,L20,Northeast,Middle Atlantic
232732149,PA,Pennsylvania,SEDA-COG HOUSING DEVELOPMENT CORPORATION,201 FURNACE RD,LEWISBURG,42119,1994,L99,Northeast,Middle Atlantic
232732783,PA,Pennsylvania,CEIBA INC,147 W SUSQUEHANNA AVE,PHILADELPHIA,42101,1995,S31,Northeast,Middle Atlantic
232735252,PA,Pennsylvania,COMMUNITY ACTION DEVELOPMENT CORP OF THE LEHIGH VALLEY,1337 E 5TH ST,BETHLEHEM,42095,1994,S20,Northeast,Middle Atlantic
232738932,PA,Pennsylvania,FRANKFORD COMMUNITY DEVELOPMENT CORPORATION,4900 GRISCOM ST,PHILADELPHIA,42101,1994,S21,Northeast,Middle Atlantic
232741508,PA,Pennsylvania,WOMENS OPPORTUNITIES RESOURCE CENTER,2010 CHESTNUT ST,PHILADELPHIA,42101,1994,P80,Northeast,Middle Atlantic
232754537,NY,New York,PATHSTONE CORPORATION,400 EAST AVE,ROCHESTER,36055,1982,L81,Northeast,Middle Atlantic
232769702,PA,Pennsylvania,THE NONPROFIT HOUSING DEVELOPMENT CORP OF PENNSYLVANIA,4700 WISSAHICKON AVE STE 126,PHILADELPHIA,42101,1995,L21,Northeast,Middle Atlantic
232772462,PA,Pennsylvania,SPRING GARDEN COMMUNITY DEVELOPMENT CORPORATION,601 N 17TH ST STE 1,PHILADELPHIA,42101,1996,S20,Northeast,Middle Atlantic
232775947,PA,Pennsylvania,UNIVERSAL COMMUNITY HOMES,800 S 15TH ST,PHILADELPHIA,42101,1997,L99,Northeast,Middle Atlantic
232785337,PA,Pennsylvania,GENESIS HOUSING CORPORATION,1430 DEKALB ST STE 2020,NORRISTOWN,42091,1995,L50,Northeast,Middle Atlantic
232785780,PA,Pennsylvania,RESOURCES FOR HOUSING INC,125 FORESMAN CIR,NEW COLUMBIA,42119,1995,L20,Northeast,Middle Atlantic
232788924,PA,Pennsylvania,LANCASTER HOUSING OPPORTUNITY PARTNERSHIP,123 E KING ST,LANCASTER,42071,1995,L20,Northeast,Middle Atlantic
232792944,PA,Pennsylvania,OLD SWEDES HOUSING CORPORATION,111 CHURCH STREET,PHOENIXVILLE,42029,1996,L50,Northeast,Middle Atlantic
232805925,PA,Pennsylvania,EAST FALLS DEVELOPMENT CORPORATION,4133 RIDGE AVE 1,PHILA,42101,1995,S20,Northeast,Middle Atlantic
232806109,PA,Pennsylvania,NEIGHBOR TO NEIGHBOR COMMUNITY DEVELOPMENT CORP INC,PO BOX 1116,SHARON HILL,42045,1995,S20,Northeast,Middle Atlantic
232808683,PA,Pennsylvania,FERN ROCK-OGONTZ-BELFIELD COMMUNITY DEVELOPMENT CORPORATION,1201 W ONLEY AVE,PHILADELPHIA,42101,1996,L50,Northeast,Middle Atlantic
